,alpha,capacity,capacity_normalized,conditional_var,cov,dither_on,dither_size,error_bias,mse,mse_from_big_errors,normalized_mse,number_of_big_errors,number_of_samples,recovered_x_before_alpha_var,sim_id,snr,snr_normalized,x_mod,x_quantizer_bin_size,x_quantizer_modulo_edge_to_edge,x_quantizer_number_of_quants,x_samples_var,x_var,y_mod,y_quantizer_bin_size,y_quantizer_modulo_edge_to_edge,y_quantizer_number_of_quants,y_var
0,0.900270764824,3.23394345616,0.880361200838,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.00219108295072,1.18929238423,0.00439939434478,1.18929238423,7,50000.0,11.1834133719,0,8.40836125127,0.840836125127,5.5,2.75,5.5,2,10.0681001097,10.0,200000,1,200000,200000,10.0
0,0.964391320942,4.1182909049,1.39874281714,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.00476098432807,0.610979117113,0.179044148354,0.610979117113,380,50000.0,10.4264762976,1,16.3671715119,1.63671715119,5.5,1.83333333333,5.5,3,10.0552032494,10.0,200000,1,200000,200000,10.0
0,0.987486692454,5.25224052596,2.23614887081,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,-0.000266120603734,0.269441751636,0.122874454142,0.269441751636,210,50000.0,10.1658316475,10,37.1137729742,3.71137729742,5.5,0.458333333333,5.5,12,10.0386234696,10.0,200000,1,200000,200000,10.0
0,0.991704628539,5.77114004202,2.6692937567,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.0012243279269,0.186526200896,0.0843307330834,0.186526200896,130,50000.0,10.0870274656,100,53.6117711719,5.36117711719,5.75,0.479166666667,5.75,12,10.0033518259,10.0,200000,1,200000,200000,10.0
0,0.996996420456,7.89727936238,4.62881111556,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,-0.000447956792863,0.0421218575295,0.00134638664232,0.0421218575295,1,50000.0,10.0542375906,1000,237.406434249,23.7406434249,8.25,0.6875,8.25,12,10.0240388883,10.0,200000,1,200000,200000,10.0
0,0.995460001451,7.91746434307,4.64826674786,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.000905247770748,0.0415341966432,0.00409586161315,0.0415341966432,3,50000.0,9.97598847421,1001,240.76546095,24.076546095,8.25,0.634615384615,8.25,13,9.93069750101,10.0,200000,1,200000,200000,10.0
0,0.997060956844,8.20252011089,4.92400914848,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.00100017641184,0.034062160714,0.0027234040629,0.034062160714,2,50000.0,9.98967793964,1002,293.58090592,29.358090592,8.25,0.589285714286,8.25,14,9.96031784505,10.0,200000,1,200000,200000,10.0
0,0.996854367868,8.30841578476,5.02687469503,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,0.000855970902413,0.0316438807221,0.00524681418612,0.0316438807221,4,50000.0,9.96057456574,1003,316.016865562,31.6016865562,8.25,0.55,8.25,15,9.92924226234,10.0,200000,1,200000,200000,10.0
0,0.99791666688,8.44319476178,5.15809710118,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,4.00096699996e-05,0.0288134106372,0.00264268300574,0.0288134106372,2,50000.0,10.0413047353,1004,347.060614445,34.7060614445,8.25,0.515625,8.25,16,10.0203853526,10.0,200000,1,200000,200000,10.0
0,0.997995873519,8.8048808995,5.51169700113,1.0,"[[ 10.    9.5]
 [  9.5  10. ]]",0,0,-0.0011221455439,0.0224098474106,0.0,0.0224098474106,0,50000.0,10.059989846,1005,446.232400282,44.6232400282,8.25,0.485294117647,8.25,17,10.039828354,10.0,200000,1,200000,200000,10.0
