,quant_size,number_of_bins,std_threshold,method,number_of_sims
119,0.4,23,0.8526315789473684,mse_from_modulo_method,19
120,0.4,23,0.9789473684210526,mse_from_naive_method,0
121,0.4,23,0.9789473684210526,mse_from_naive_method,1
122,0.4,23,0.9789473684210526,mse_from_naive_method,2
123,0.4,23,0.9789473684210526,mse_from_naive_method,3
124,0.4,23,0.9789473684210526,mse_from_naive_method,4
125,0.4,23,0.9789473684210526,mse_from_naive_method,5
126,0.4,23,0.9789473684210526,mse_from_naive_method,6
127,0.4,23,0.9789473684210526,mse_from_naive_method,7
128,0.4,23,0.9789473684210526,mse_from_naive_method,8
129,0.4,23,0.9789473684210526,mse_from_naive_method,9
130,0.4,23,0.9789473684210526,mse_from_naive_method,10
131,0.4,23,0.9789473684210526,mse_from_naive_method,11
132,0.4,23,0.9789473684210526,mse_from_naive_method,12
133,0.4,23,0.9789473684210526,mse_from_naive_method,13
134,0.4,23,0.9789473684210526,mse_from_naive_method,14
135,0.4,23,0.9789473684210526,mse_from_naive_method,15
136,0.4,23,0.9789473684210526,mse_from_naive_method,16
137,0.4,23,0.9789473684210526,mse_from_naive_method,17
138,0.4,23,0.9789473684210526,mse_from_naive_method,18
139,0.4,23,0.9789473684210526,mse_from_naive_method,19
140,0.4,23,0.9789473684210526,mse_from_modulo_method,0
141,0.4,23,0.9789473684210526,mse_from_modulo_method,1
142,0.4,23,0.9789473684210526,mse_from_modulo_method,2
143,0.4,23,0.9789473684210526,mse_from_modulo_method,3
144,0.4,23,0.9789473684210526,mse_from_modulo_method,4
145,0.4,23,0.9789473684210526,mse_from_modulo_method,5
146,0.4,23,0.9789473684210526,mse_from_modulo_method,6
147,0.4,23,0.9789473684210526,mse_from_modulo_method,7
148,0.4,23,0.9789473684210526,mse_from_modulo_method,8
149,0.4,23,0.9789473684210526,mse_from_modulo_method,9
150,0.4,23,0.9789473684210526,mse_from_modulo_method,10
151,0.4,23,0.9789473684210526,mse_from_modulo_method,11
152,0.4,23,0.9789473684210526,mse_from_modulo_method,12
153,0.4,23,0.9789473684210526,mse_from_modulo_method,13
154,0.4,23,0.9789473684210526,mse_from_modulo_method,14
155,0.4,23,0.9789473684210526,mse_from_modulo_method,15
156,0.4,23,0.9789473684210526,mse_from_modulo_method,16
157,0.4,23,0.9789473684210526,mse_from_modulo_method,17
158,0.4,23,0.9789473684210526,mse_from_modulo_method,18
159,0.4,23,0.9789473684210526,mse_from_modulo_method,19
160,0.4,23,1.1052631578947367,mse_from_naive_method,0
161,0.4,23,1.1052631578947367,mse_from_naive_method,1
162,0.4,23,1.1052631578947367,mse_from_naive_method,2
163,0.4,23,1.1052631578947367,mse_from_naive_method,3
164,0.4,23,1.1052631578947367,mse_from_naive_method,4
165,0.4,23,1.1052631578947367,mse_from_naive_method,5
166,0.4,23,1.1052631578947367,mse_from_naive_method,6
167,0.4,23,1.1052631578947367,mse_from_naive_method,7
168,0.4,23,1.1052631578947367,mse_from_naive_method,8
169,0.4,23,1.1052631578947367,mse_from_naive_method,9
170,0.4,23,1.1052631578947367,mse_from_naive_method,10
171,0.4,23,1.1052631578947367,mse_from_naive_method,11
172,0.4,23,1.1052631578947367,mse_from_naive_method,12
173,0.4,23,1.1052631578947367,mse_from_naive_method,13
174,0.4,23,1.1052631578947367,mse_from_naive_method,14
175,0.4,23,1.1052631578947367,mse_from_naive_method,15
176,0.4,23,1.1052631578947367,mse_from_naive_method,16
177,0.4,23,1.1052631578947367,mse_from_naive_method,17
178,0.4,23,1.1052631578947367,mse_from_naive_method,18
179,0.4,23,1.1052631578947367,mse_from_naive_method,19
180,0.4,23,1.1052631578947367,mse_from_modulo_method,0
181,0.4,23,1.1052631578947367,mse_from_modulo_method,1
182,0.4,23,1.1052631578947367,mse_from_modulo_method,2
183,0.4,23,1.1052631578947367,mse_from_modulo_method,3
184,0.4,23,1.1052631578947367,mse_from_modulo_method,4
185,0.4,23,1.1052631578947367,mse_from_modulo_method,5
186,0.4,23,1.1052631578947367,mse_from_modulo_method,6
187,0.4,23,1.1052631578947367,mse_from_modulo_method,7
188,0.4,23,1.1052631578947367,mse_from_modulo_method,8
189,0.4,23,1.1052631578947367,mse_from_modulo_method,9
190,0.4,23,1.1052631578947367,mse_from_modulo_method,10
191,0.4,23,1.1052631578947367,mse_from_modulo_method,11
192,0.4,23,1.1052631578947367,mse_from_modulo_method,12
193,0.4,23,1.1052631578947367,mse_from_modulo_method,13
194,0.4,23,1.1052631578947367,mse_from_modulo_method,14
195,0.4,23,1.1052631578947367,mse_from_modulo_method,15
196,0.4,23,1.1052631578947367,mse_from_modulo_method,16
197,0.4,23,1.1052631578947367,mse_from_modulo_method,17
198,0.4,23,1.1052631578947367,mse_from_modulo_method,18
199,0.4,23,1.1052631578947367,mse_from_modulo_method,19
200,0.4,23,1.2315789473684209,mse_from_naive_method,0
201,0.4,23,1.2315789473684209,mse_from_naive_method,1
202,0.4,23,1.2315789473684209,mse_from_naive_method,2
203,0.4,23,1.2315789473684209,mse_from_naive_method,3
204,0.4,23,1.2315789473684209,mse_from_naive_method,4
205,0.4,23,1.2315789473684209,mse_from_naive_method,5
206,0.4,23,1.2315789473684209,mse_from_naive_method,6
207,0.4,23,1.2315789473684209,mse_from_naive_method,7
208,0.4,23,1.2315789473684209,mse_from_naive_method,8
209,0.4,23,1.2315789473684209,mse_from_naive_method,9
210,0.4,23,1.2315789473684209,mse_from_naive_method,10
211,0.4,23,1.2315789473684209,mse_from_naive_method,11
212,0.4,23,1.2315789473684209,mse_from_naive_method,12
213,0.4,23,1.2315789473684209,mse_from_naive_method,13
214,0.4,23,1.2315789473684209,mse_from_naive_method,14
215,0.4,23,1.2315789473684209,mse_from_naive_method,15
216,0.4,23,1.2315789473684209,mse_from_naive_method,16
217,0.4,23,1.2315789473684209,mse_from_naive_method,17
218,0.4,23,1.2315789473684209,mse_from_naive_method,18
219,0.4,23,1.2315789473684209,mse_from_naive_method,19
220,0.4,23,1.2315789473684209,mse_from_modulo_method,0
221,0.4,23,1.2315789473684209,mse_from_modulo_method,1
222,0.4,23,1.2315789473684209,mse_from_modulo_method,2
223,0.4,23,1.2315789473684209,mse_from_modulo_method,3
224,0.4,23,1.2315789473684209,mse_from_modulo_method,4
225,0.4,23,1.2315789473684209,mse_from_modulo_method,5
226,0.4,23,1.2315789473684209,mse_from_modulo_method,6
227,0.4,23,1.2315789473684209,mse_from_modulo_method,7
228,0.4,23,1.2315789473684209,mse_from_modulo_method,8
229,0.4,23,1.2315789473684209,mse_from_modulo_method,9
230,0.4,23,1.2315789473684209,mse_from_modulo_method,10
231,0.4,23,1.2315789473684209,mse_from_modulo_method,11
232,0.4,23,1.2315789473684209,mse_from_modulo_method,12
233,0.4,23,1.2315789473684209,mse_from_modulo_method,13
234,0.4,23,1.2315789473684209,mse_from_modulo_method,14
235,0.4,23,1.2315789473684209,mse_from_modulo_method,15
236,0.4,23,1.2315789473684209,mse_from_modulo_method,16
237,0.4,23,1.2315789473684209,mse_from_modulo_method,17
238,0.4,23,1.2315789473684209,mse_from_modulo_method,18
239,0.4,23,1.2315789473684209,mse_from_modulo_method,19
240,0.4,23,1.3578947368421053,mse_from_naive_method,0
241,0.4,23,1.3578947368421053,mse_from_naive_method,1
242,0.4,23,1.3578947368421053,mse_from_naive_method,2
243,0.4,23,1.3578947368421053,mse_from_naive_method,3
244,0.4,23,1.3578947368421053,mse_from_naive_method,4
245,0.4,23,1.3578947368421053,mse_from_naive_method,5
246,0.4,23,1.3578947368421053,mse_from_naive_method,6
247,0.4,23,1.3578947368421053,mse_from_naive_method,7
248,0.4,23,1.3578947368421053,mse_from_naive_method,8
249,0.4,23,1.3578947368421053,mse_from_naive_method,9
250,0.4,23,1.3578947368421053,mse_from_naive_method,10
251,0.4,23,1.3578947368421053,mse_from_naive_method,11
252,0.4,23,1.3578947368421053,mse_from_naive_method,12
253,0.4,23,1.3578947368421053,mse_from_naive_method,13
254,0.4,23,1.3578947368421053,mse_from_naive_method,14
255,0.4,23,1.3578947368421053,mse_from_naive_method,15
256,0.4,23,1.3578947368421053,mse_from_naive_method,16
257,0.4,23,1.3578947368421053,mse_from_naive_method,17
258,0.4,23,1.3578947368421053,mse_from_naive_method,18
259,0.4,23,1.3578947368421053,mse_from_naive_method,19
260,0.4,23,1.3578947368421053,mse_from_modulo_method,0
261,0.4,23,1.3578947368421053,mse_from_modulo_method,1
262,0.4,23,1.3578947368421053,mse_from_modulo_method,2
263,0.4,23,1.3578947368421053,mse_from_modulo_method,3
264,0.4,23,1.3578947368421053,mse_from_modulo_method,4
265,0.4,23,1.3578947368421053,mse_from_modulo_method,5
266,0.4,23,1.3578947368421053,mse_from_modulo_method,6
267,0.4,23,1.3578947368421053,mse_from_modulo_method,7
268,0.4,23,1.3578947368421053,mse_from_modulo_method,8
269,0.4,23,1.3578947368421053,mse_from_modulo_method,9
270,0.4,23,1.3578947368421053,mse_from_modulo_method,10
271,0.4,23,1.3578947368421053,mse_from_modulo_method,11
272,0.4,23,1.3578947368421053,mse_from_modulo_method,12
273,0.4,23,1.3578947368421053,mse_from_modulo_method,13
274,0.4,23,1.3578947368421053,mse_from_modulo_method,14
275,0.4,23,1.3578947368421053,mse_from_modulo_method,15
276,0.4,23,1.3578947368421053,mse_from_modulo_method,16
277,0.4,23,1.3578947368421053,mse_from_modulo_method,17
278,0.4,23,1.3578947368421053,mse_from_modulo_method,18
279,0.4,23,1.3578947368421053,mse_from_modulo_method,19
280,0.4,23,1.4842105263157896,mse_from_naive_method,0
281,0.4,23,1.4842105263157896,mse_from_naive_method,1
282,0.4,23,1.4842105263157896,mse_from_naive_method,2
283,0.4,23,1.4842105263157896,mse_from_naive_method,3
284,0.4,23,1.4842105263157896,mse_from_naive_method,4
285,0.4,23,1.4842105263157896,mse_from_naive_method,5
286,0.4,23,1.4842105263157896,mse_from_naive_method,6
287,0.4,23,1.4842105263157896,mse_from_naive_method,7
288,0.4,23,1.4842105263157896,mse_from_naive_method,8
289,0.4,23,1.4842105263157896,mse_from_naive_method,9
290,0.4,23,1.4842105263157896,mse_from_naive_method,10
291,0.4,23,1.4842105263157896,mse_from_naive_method,11
292,0.4,23,1.4842105263157896,mse_from_naive_method,12
293,0.4,23,1.4842105263157896,mse_from_naive_method,13
294,0.4,23,1.4842105263157896,mse_from_naive_method,14
295,0.4,23,1.4842105263157896,mse_from_naive_method,15
296,0.4,23,1.4842105263157896,mse_from_naive_method,16
297,0.4,23,1.4842105263157896,mse_from_naive_method,17
298,0.4,23,1.4842105263157896,mse_from_naive_method,18
299,0.4,23,1.4842105263157896,mse_from_naive_method,19
300,0.4,23,1.4842105263157896,mse_from_modulo_method,0
301,0.4,23,1.4842105263157896,mse_from_modulo_method,1
302,0.4,23,1.4842105263157896,mse_from_modulo_method,2
303,0.4,23,1.4842105263157896,mse_from_modulo_method,3
304,0.4,23,1.4842105263157896,mse_from_modulo_method,4
305,0.4,23,1.4842105263157896,mse_from_modulo_method,5
306,0.4,23,1.4842105263157896,mse_from_modulo_method,6
307,0.4,23,1.4842105263157896,mse_from_modulo_method,7
308,0.4,23,1.4842105263157896,mse_from_modulo_method,8
309,0.4,23,1.4842105263157896,mse_from_modulo_method,9
310,0.4,23,1.4842105263157896,mse_from_modulo_method,10
311,0.4,23,1.4842105263157896,mse_from_modulo_method,11
312,0.4,23,1.4842105263157896,mse_from_modulo_method,12
313,0.4,23,1.4842105263157896,mse_from_modulo_method,13
314,0.4,23,1.4842105263157896,mse_from_modulo_method,14
315,0.4,23,1.4842105263157896,mse_from_modulo_method,15
316,0.4,23,1.4842105263157896,mse_from_modulo_method,16
317,0.4,23,1.4842105263157896,mse_from_modulo_method,17
318,0.4,23,1.4842105263157896,mse_from_modulo_method,18
319,0.4,23,1.4842105263157896,mse_from_modulo_method,19
320,0.4,23,1.6105263157894738,mse_from_naive_method,0
321,0.4,23,1.6105263157894738,mse_from_naive_method,1
322,0.4,23,1.6105263157894738,mse_from_naive_method,2
323,0.4,23,1.6105263157894738,mse_from_naive_method,3
324,0.4,23,1.6105263157894738,mse_from_naive_method,4
325,0.4,23,1.6105263157894738,mse_from_naive_method,5
326,0.4,23,1.6105263157894738,mse_from_naive_method,6
327,0.4,23,1.6105263157894738,mse_from_naive_method,7
328,0.4,23,1.6105263157894738,mse_from_naive_method,8
329,0.4,23,1.6105263157894738,mse_from_naive_method,9
330,0.4,23,1.6105263157894738,mse_from_naive_method,10
331,0.4,23,1.6105263157894738,mse_from_naive_method,11
332,0.4,23,1.6105263157894738,mse_from_naive_method,12
333,0.4,23,1.6105263157894738,mse_from_naive_method,13
334,0.4,23,1.6105263157894738,mse_from_naive_method,14
335,0.4,23,1.6105263157894738,mse_from_naive_method,15
336,0.4,23,1.6105263157894738,mse_from_naive_method,16
337,0.4,23,1.6105263157894738,mse_from_naive_method,17
338,0.4,23,1.6105263157894738,mse_from_naive_method,18
339,0.4,23,1.6105263157894738,mse_from_naive_method,19
340,0.4,23,1.6105263157894738,mse_from_modulo_method,0
341,0.4,23,1.6105263157894738,mse_from_modulo_method,1
342,0.4,23,1.6105263157894738,mse_from_modulo_method,2
343,0.4,23,1.6105263157894738,mse_from_modulo_method,3
344,0.4,23,1.6105263157894738,mse_from_modulo_method,4
345,0.4,23,1.6105263157894738,mse_from_modulo_method,5
346,0.4,23,1.6105263157894738,mse_from_modulo_method,6
347,0.4,23,1.6105263157894738,mse_from_modulo_method,7
348,0.4,23,1.6105263157894738,mse_from_modulo_method,8
349,0.4,23,1.6105263157894738,mse_from_modulo_method,9
350,0.4,23,1.6105263157894738,mse_from_modulo_method,10
351,0.4,23,1.6105263157894738,mse_from_modulo_method,11
352,0.4,23,1.6105263157894738,mse_from_modulo_method,12
353,0.4,23,1.6105263157894738,mse_from_modulo_method,13
354,0.4,23,1.6105263157894738,mse_from_modulo_method,14
355,0.4,23,1.6105263157894738,mse_from_modulo_method,15
356,0.4,23,1.6105263157894738,mse_from_modulo_method,16
357,0.4,23,1.6105263157894738,mse_from_modulo_method,17
358,0.4,23,1.6105263157894738,mse_from_modulo_method,18
359,0.4,23,1.6105263157894738,mse_from_modulo_method,19
360,0.4,23,1.736842105263158,mse_from_naive_method,0
361,0.4,23,1.736842105263158,mse_from_naive_method,1
362,0.4,23,1.736842105263158,mse_from_naive_method,2
363,0.4,23,1.736842105263158,mse_from_naive_method,3
364,0.4,23,1.736842105263158,mse_from_naive_method,4
365,0.4,23,1.736842105263158,mse_from_naive_method,5
366,0.4,23,1.736842105263158,mse_from_naive_method,6
367,0.4,23,1.736842105263158,mse_from_naive_method,7
368,0.4,23,1.736842105263158,mse_from_naive_method,8
369,0.4,23,1.736842105263158,mse_from_naive_method,9
370,0.4,23,1.736842105263158,mse_from_naive_method,10
371,0.4,23,1.736842105263158,mse_from_naive_method,11
372,0.4,23,1.736842105263158,mse_from_naive_method,12
373,0.4,23,1.736842105263158,mse_from_naive_method,13
